/dataset/general-transit-feed-specification-gtfs-seq/resource/be7f19e5-3ee8-4396-b9eb-46f6b4ce8039,data.qld.gov.au,475,408,00:05:37,0,0.00%,71.58%,A$0.00
/dataset/overhead-and-underground-electrical-distribution-network/resource/65d6e7b0-1ea9-4a0f-a32f-50fe55b6fa43,data.qld.gov.au,475,204,00:01:35,0,0.00%,14.32%,A$0.00
/dataset/perinatal-statistics-2010,data.qld.gov.au,475,204,00:00:12,0,0.00%,0.00%,A$0.00
/dataset/planning-scheme-june-2010,data.qld.gov.au,475,272,00:01:14,0,0.00%,14.32%,A$0.00
/dataset/practical-driving-tests,data.qld.gov.au,475,340,00:01:19,68,0.00%,28.63%,A$0.00
/dataset/public-dental-waiting-lists,data.qld.gov.au,475,408,00:00:09,136,50.00%,28.63%,A$0.00
/dataset/qps-ict-dashboard/resource/4ea2efae-ea04-4023-b071-a884369f7684,data.qld.gov.au,475,340,00:00:41,0,0.00%,0.00%,A$0.00
/dataset/qps-ict-dashboard/resource/4ea2efae-ea04-4023-b071-a884369f7684?inner_span=True,data.qld.gov.au,475,204,00:03:25,0,0.00%,0.00%,A$0.00
/dataset/queensland-corrective-services-community-monthly-trend-statewide,data.qld.gov.au,475,204,00:00:10,68,0.00%,0.00%,A$0.00
/dataset/register-of-need-adults-with-disability/resource/03586314-f517-4f60-b657-3a585b2c73d1,data.qld.gov.au,475,272,00:00:16,0,0.00%,14.32%,A$0.00
/dataset/teaching-and-learning-audits,data.qld.gov.au,475,136,00:00:11,0,0.00%,0.00%,A$0.00
/dataset/tourism-investment,data.qld.gov.au,475,272,00:00:27,0,0.00%,14.32%,A$0.00
/group/maps-and-geospatial?page=4,data.qld.gov.au,475,272,00:00:16,0,0.00%,0.00%,A$0.00
/dataset?groups=maps-and-geospatial,data.qld.gov.au,408,340,00:00:20,0,0.00%,0.00%,A$0.00
/dataset?q=primary+industries,data.qld.gov.au,408,68,00:00:05,0,0.00%,0.00%,A$0.00
/dataset/2012-annual-property-valuation/resource/62034c0d-edf5-4365-9cc2-7b0d5af9a019,data.qld.gov.au,408,204,00:04:20,0,0.00%,16.67%,A$0.00
